state,county,name,poverty,lower,upper,percent
06,051,Mono County,"1,558","1,199","1,917",11.3
06,053,Monterey County,"70,259","63,656","76,862",17.0
06,055,Napa County,"12,317","10,207","14,427",9.0
06,057,Nevada County,"11,193","9,085","13,301",11.4
06,059,Orange County,"400,252","381,547","418,957",12.9
06,061,Placer County,"30,490","27,114","33,866",8.3
06,063,Plumas County,"2,556","2,009","3,103",14.0
06,065,Riverside County,"392,706","372,020","413,392",17.1
06,067,Sacramento County,"264,955","251,180","278,730",18.1
06,069,San Benito County,"8,162","6,885","9,439",14.1
06,071,San Bernardino County,"422,405","403,202","441,608",20.4
06,073,San Diego County,"467,248","448,710","485,786",14.7
06,075,San Francisco County,"101,313","94,708","107,918",12.1
06,077,San Joaquin County,"145,167","135,863","154,471",20.7
06,079,San Luis Obispo County,"38,048","33,782","42,314",14.5
06,081,San Mateo County,"56,580","50,164","62,996",7.5
06,083,Santa Barbara County,"73,600","67,362","79,838",17.4
06,085,Santa Clara County,"159,553","146,664","172,442",8.5
06,087,Santa Cruz County,"42,076","37,951","46,201",16.1
06,089,Shasta County,"26,016","22,460","29,572",14.7
06,091,Sierra County,409,314,504,13.8
06,093,Siskiyou County,"9,076","7,936","10,216",21.1
06,095,Solano County,"51,638","45,698","57,578",12.3
06,097,Sonoma County,"55,742","50,076","61,408",11.3
06,099,Stanislaus County,"95,456","86,552","104,360",18.1
06,101,Sutter County,"14,485","11,860","17,110",15.2
06,103,Tehama County,"11,358","9,200","13,516",18.2
06,105,Trinity County,"2,577","2,002","3,152",19.9
06,107,Tulare County,"127,305","118,339","136,271",28.1
06,109,Tuolumne County,"7,177","5,823","8,531",14.3
06,111,Ventura County,"95,912","86,338","105,486",11.5
06,113,Yolo County,"39,493","36,197","42,789",19.5
06,115,Yuba County,"15,693","13,360","18,026",21.6
08,000,Colorado,"632,987","617,871","648,103",12.1
08,001,Adams County,"61,384","55,151","67,617",12.9
08,003,Alamosa County,"3,385","2,707","4,063",22.5
08,005,Arapahoe County,"68,849","63,155","74,543",11.2
08,007,Archuleta County,"1,782","1,396","2,168",14.7
08,009,Baca County,711,557,865,20.0
08,011,Bent County,"1,278","1,005","1,551",32.3
08,013,Boulder County,"40,299","36,503","44,095",13.3
08,014,Broomfield County,"2,464","1,783","3,145",4.0
08,015,Chaffee County,"2,114","1,628","2,600",12.4
08,017,Cheyenne County,243,188,298,13.4
08,019,Clear Creek County,769,594,944,8.5
08,021,Conejos County,"1,888","1,497","2,279",22.9
08,023,Costilla County,"1,015",799,"1,231",28.5
08,025,Crowley County,"1,244",929,"1,559",40.5
08,027,Custer County,624,485,763,14.9
08,029,Delta County,"4,574","3,692","5,456",15.6
08,031,Denver County,"103,412","95,372","111,452",15.9
08,033,Dolores County,304,242,366,15.4
08,035,Douglas County,"11,740","9,773","13,707",3.7
08,037,Eagle County,"4,116","3,230","5,002",7.8
08,039,Elbert County,"1,408","1,077","1,739",5.9
08,041,El Paso County,"78,363","71,900","84,826",12.2
08,043,Fremont County,"7,282","6,068","8,496",19.1
08,045,Garfield County,"5,777","4,629","6,925",10.2
08,047,Gilpin County,459,351,567,7.9
08,049,Grand County,"1,511","1,237","1,785",10.4
08,051,Gunnison County,"2,216","1,776","2,656",14.9
08,053,Hinsdale County,78,60,96,10.1
08,055,Huerfano County,"1,385","1,075","1,695",22.0
08,057,Jackson County,232,182,282,16.6
08,059,Jefferson County,"45,482","40,269","50,695",8.3
08,061,Kiowa County,187,145,229,13.5
08,063,Kit Carson County,"1,080",856,"1,304",14.9
08,065,Lake County,"1,158",904,"1,412",16.0
08,067,La Plata County,"5,549","4,416","6,682",10.7
08,069,Larimer County,"40,447","37,010","43,884",12.8
08,071,Las Animas County,"2,314","1,759","2,869",17.4
08,073,Lincoln County,814,628,"1,000",18.3
08,075,Logan County,"3,296","2,711","3,881",17.7
08,077,Mesa County,"22,155","19,230","25,080",15.4
08,079,Mineral County,62,48,76,8.9
08,081,Moffat County,"1,439","1,114","1,764",11.2
08,083,Montezuma County,"4,157","3,270","5,044",16.3
08,085,Montrose County,"6,257","5,132","7,382",15.5
08,087,Morgan County,"3,718","2,942","4,494",13.4
08,089,Otero County,"4,686","3,935","5,437",26.0
08,091,Ouray County,444,353,535,9.6
08,093,Park County,"1,525","1,161","1,889",9.4
08,095,Phillips County,494,382,606,11.5
08,097,Pitkin County,"1,228",947,"1,509",7.0
08,099,Prowers County,"2,444","1,911","2,977",20.9
08,101,Pueblo County,"29,845","26,242","33,448",19.0
08,103,Rio Blanco County,700,559,841,10.9
08,105,Rio Grande County,"2,087","1,635","2,539",18.3
08,107,Routt County,"1,997","1,604","2,390",8.4
08,109,Saguache County,"1,842","1,445","2,239",29.9
08,111,San Juan County,111,85,137,15.5
08,113,San Miguel County,774,598,950,9.9
08,115,Sedgwick County,323,255,391,13.9
08,117,Summit County,"2,831","2,275","3,387",9.7
08,119,Teller County,"2,202","1,757","2,647",9.5
08,121,Washington County,524,398,650,11.4
08,123,Weld County,"28,515","24,420","32,610",10.5
08,125,Yuma County,"1,394","1,096","1,692",14.0
09,000,Connecticut,"375,281","364,395","386,167",10.8
09,001,Fairfield County,"83,132","75,328","90,936",9.0
09,003,Hartford County,"106,078","98,254","113,902",12.2
09,005,Litchfield County,"14,015","11,666","16,364",7.7
09,007,Middlesex County,"12,636","10,739","14,533",7.9
09,009,New Haven County,"108,729","100,481","116,977",13.0
09,011,New London County,"28,868","25,191","32,545",11.1
09,013,Tolland County,"10,253","8,498","12,008",7.5
09,015,Windham County,"11,570","9,270","13,870",10.3
10,000,Delaware,"118,032","113,079","122,985",13.0
10,001,Kent County,"23,484","20,241","26,727",14.1
10,003,New Castle County,"65,642","60,628","70,656",12.3
10,005,Sussex County,"28,907","25,289","32,525",13.9
11,000,District of Columbia,"114,790","108,967","120,613",18.4
11,001,District of Columbia,"114,790","108,967","120,613",18.4
12,000,Florida,"3,231,142","3,187,670","3,274,614",16.6
12,001,Alachua County,"52,756","47,913","57,599",21.6
12,003,Baker County,"4,826","3,940","5,712",19.6
12,005,Bay County,"27,165","22,977","31,353",15.6
12,007,Bradford County,"5,287","4,320","6,254",22.6
12,009,Brevard County,"79,657","72,102","87,212",14.5
12,011,Broward County,"268,418","250,142","286,694",14.5
12,013,Calhoun County,"2,800","2,115","3,485",22.3
12,015,Charlotte County,"19,704","16,343","23,065",11.9
12,017,Citrus County,"27,449","24,009","30,889",20.1
12,019,Clay County,"21,658","18,386","24,930",10.9
12,021,Collier County,"49,211","44,406","54,016",14.3
12,023,Columbia County,"13,604","11,432","15,776",21.7
12,027,DeSoto County,"9,434","7,859","11,009",29.7
12,029,Dixie County,"3,911","3,077","4,745",27.1
12,031,Duval County,"159,748","149,136","170,360",18.2
12,033,Escambia County,"44,320","37,122","51,518",15.3
12,035,Flagler County,"11,775","9,682","13,868",11.6
12,037,Franklin County,"2,507","1,953","3,061",25.3
12,039,Gadsden County,"11,119","9,468","12,770",25.6
12,041,Gilchrist County,"3,139","2,513","3,765",19.8
12,043,Glades County,"2,559","1,995","3,123",21.1
12,045,Gulf County,"2,836","2,174","3,498",23.1
12,047,Hamilton County,"3,653","2,959","4,347",31.7
12,049,Hardee County,"7,642","6,427","8,857",29.9
12,051,Hendry County,"9,581","7,790","11,372",25.3
12,053,Hernando County,"26,629","23,171","30,087",15.3
12,055,Highlands County,"18,898","15,794","22,002",19.5
12,057,Hillsborough County,"217,968","204,317","231,619",16.8
12,059,Holmes County,"4,743","3,903","5,583",26.7
12,061,Indian River County,"21,098","17,459","24,737",14.7
12,063,Jackson County,"9,787","8,148","11,426",24.3
12,065,Jefferson County,"2,285","1,738","2,832",18.0
12,067,Lafayette County,"1,791","1,400","2,182",25.6
12,069,Lake County,"42,954","37,065","48,843",13.8
12,071,Lee County,"107,493","99,899","115,087",16.0
12,073,Leon County,"62,734","58,347","67,121",23.3
12,075,Levy County,"8,323","6,660","9,986",21.2
12,077,Liberty County,"1,544","1,200","1,888",24.7
12,079,Madison County,"4,567","3,770","5,364",27.7
12,081,Manatee County,"49,017","43,651","54,383",14.1
12,083,Marion County,"58,576","51,240","65,912",17.8
12,085,Martin County,"18,091","15,198","20,984",12.1
12,086,Miami-Dade County,"535,148","507,596","562,700",20.4
12,087,Monroe County,"10,626","8,895","12,357",14.0
12,089,Nassau County,"8,859","7,411","10,307",11.7
12,091,Okaloosa County,"23,680","20,455","26,905",12.4
12,093,Okeechobee County,"9,472","8,032","10,912",25.9
12,095,Orange County,"222,654","206,477","238,831",18.2
12,097,Osceola County,"59,222","52,857","65,587",19.3
12,099,Palm Beach County,"204,862","189,946","219,778",14.9
12,101,Pasco County,"70,125","62,854","77,396",14.7
12,103,Pinellas County,"139,881","129,268","150,494",15.2
12,105,Polk County,"112,539","102,815","122,263",18.1
12,107,Putnam County,"20,167","17,329","23,005",28.5
12,109,St. Johns County,"17,572","14,191","20,953",8.2
12,111,St. Lucie County,"49,752","43,684","55,820",17.3
12,113,Santa Rosa County,"17,564","14,408","20,720",11.2
12,115,Sarasota County,"42,343","36,485","48,201",10.8
12,117,Seminole County,"51,782","45,165","58,399",11.8
12,119,Sumter County,"11,528","9,274","13,782",10.9
12,121,Suwannee County,"9,559","7,490","11,628",23.7
12,123,Taylor County,"4,475","3,455","5,495",23.4
12,125,Union County,"2,515","1,967","3,063",24.3
12,127,Volusia County,"87,670","79,646","95,694",17.7
12,129,Wakulla County,"4,185","3,262","5,108",15.1
12,131,Walton County,"9,357","7,748","10,966",15.8
12,133,Washington County,"4,348","3,316","5,380",20.0
13,000,Georgia,"1,802,783","1,775,584","1,829,982",18.4
13,001,Appling County,"4,495","3,675","5,315",24.9
13,003,Atkinson County,"2,163","1,740","2,586",26.5
13,005,Bacon County,"2,837","2,269","3,405",25.9
13,007,Baker County,886,687,"1,085",27.3
13,009,Baldwin County,"11,809","10,207","13,411",29.5
13,011,Banks County,"3,077","2,446","3,708",16.9
13,013,Barrow County,"9,440","7,694","11,186",13.0
13,015,Bartow County,"14,398","12,001","16,795",14.3
13,017,Ben Hill County,"4,881","3,946","5,816",28.5
13,019,Berrien County,"4,923","4,119","5,727",26.7
13,021,Bibb County,"41,742","37,804","45,680",28.2
13,023,Bleckley County,"2,668","2,178","3,158",23.2
13,025,Brantley County,"3,973","3,170","4,776",21.7
13,027,Brooks County,"4,410","3,635","5,185",28.8
13,029,Bryan County,"4,012","3,236","4,788",11.9
13,031,Bulloch County,"20,890","18,650","23,130",31.4
13,033,Burke County,"6,968","5,850","8,086",31.1
13,035,Butts County,"4,474","3,674","5,274",21.3
13,037,Calhoun County,"1,838","1,452","2,224",38.5
13,039,Camden County,"5,980","4,581","7,379",12.0
13,043,Candler County,"3,069","2,500","3,638",29.1
13,045,Carroll County,"24,983","21,870","28,096",22.9
13,047,Catoosa County,"8,217","6,430","10,004",12.6
13,049,Charlton County,"2,946","2,293","3,599",29.5
13,051,Chatham County,"48,234","43,221","53,247",17.9
13,053,Chattahoochee County,"1,606","1,228","1,984",18.8
13,055,Chattooga County,"4,944","3,994","5,894",21.1
13,057,Cherokee County,"21,331","18,010","24,652",9.3
13,059,Clarke County,"41,889","38,623","45,155",37.8
13,061,Clay County,"1,132",923,"1,341",37.3
13,063,Clayton County,"60,123","54,902","65,344",22.9
13,065,Clinch County,"1,919","1,559","2,279",28.5
13,067,Cobb County,"93,604","83,972","103,236",13.0
13,069,Coffee County,"11,140","9,290","12,990",28.1
13,071,Colquitt County,"11,982","10,257","13,707",26.5
13,073,Columbia County,"13,098","11,159","15,037",9.5
13,075,Cook County,"4,438","3,680","5,196",26.1
13,077,Coweta County,"16,804","14,481","19,127",12.5
13,079,Crawford County,"2,437","1,910","2,964",19.9
13,081,Crisp County,"7,327","5,921","8,733",32.5
13,083,Dade County,"2,519","2,009","3,029",16.4
13,085,Dawson County,"2,671","2,121","3,221",11.8
13,087,Decatur County,"7,244","5,992","8,496",27.7
13,089,DeKalb County,"144,818","135,465","154,171",20.4
13,091,Dodge County,"4,952","3,970","5,934",25.9
13,093,Dooly County,"3,731","2,944","4,518",30.4
13,095,Dougherty County,"28,119","25,005","31,233",31.7
13,097,Douglas County,"19,423","16,064","22,782",14.2
13,099,Early County,"3,089","2,487","3,691",29.9
13,101,Echols County,"1,078",863,"1,293",27.1
13,103,Effingham County,"6,031","4,741","7,321",11.0
13,105,Elbert County,"4,101","3,255","4,947",21.4
13,107,Emanuel County,"7,134","5,977","8,291",32.7
13,109,Evans County,"2,792","2,223","3,361",26.6
13,111,Fannin County,"4,612","3,776","5,448",19.6
13,113,Fayette County,"7,479","6,030","8,928",6.9
13,115,Floyd County,"19,408","16,324","22,492",21.1
13,117,Forsyth County,"12,863","10,634","15,092",6.3
13,119,Franklin County,"5,227","4,487","5,967",24.4
13,121,Fulton County,"168,027","155,757","180,297",17.4
13,123,Gilmer County,"5,623","4,638","6,608",19.7
13,125,Glascock County,574,447,701,19.4
13,127,Glynn County,"15,666","13,429","17,903",19.3
13,129,Gordon County,"9,800","8,339","11,261",17.8
13,131,Grady County,"6,583","5,546","7,620",26.2
13,133,Greene County,"3,984","3,340","4,628",24.4
13,135,Gwinnett County,"116,888","107,202","126,574",13.4
13,137,Habersham County,"6,320","5,063","7,577",15.3
13,139,Hall County,"31,582","27,685","35,479",16.8
13,141,Hancock County,"2,585","2,050","3,120",35.3
13,143,Haralson County,"5,300","4,206","6,394",18.8
13,145,Harris County,"3,071","2,438","3,704",9.5
13,147,Hart County,"5,284","4,304","6,264",21.4
13,149,Heard County,"2,174","1,707","2,641",19.0
13,151,Henry County,"29,088","25,834","32,342",13.7
13,153,Houston County,"25,310","22,016","28,604",17.2
13,155,Irwin County,"2,133","1,699","2,567",25.3
13,157,Jackson County,"8,283","6,723","9,843",13.5
13,159,Jasper County,"2,424","1,928","2,920",18.2
13,161,Jeff Davis County,"3,635","2,981","4,289",24.8
13,163,Jefferson County,"4,154","3,363","4,945",26.4
13,165,Jenkins County,"2,727","2,108","3,346",34.6
13,167,Johnson County,"2,418","1,901","2,935",30.4
13,169,Jones County,"4,119","3,337","4,901",14.5
13,171,Lamar County,"3,605","2,959","4,251",21.3
13,173,Lanier County,"2,417","1,909","2,925",23.9
13,175,Laurens County,"11,903","10,107","13,699",25.4
13,177,Lee County,"3,331","2,691","3,971",11.8
13,179,Liberty County,"10,742","8,641","12,843",17.2
13,181,Lincoln County,"1,354","1,041","1,667",17.9
13,183,Long County,"3,666","2,923","4,409",21.9
13,185,Lowndes County,"26,225","23,095","29,355",24.5
13,187,Lumpkin County,"5,297","4,373","6,221",18.6
13,189,McDuffie County,"5,817","5,050","6,584",27.6
13,191,McIntosh County,"3,290","2,673","3,907",23.3
13,193,Macon County,"4,054","3,286","4,822",34.1
13,195,Madison County,"5,534","4,653","6,415",19.7
13,197,Marion County,"2,255","1,805","2,705",25.9
13,199,Meriwether County,"4,931","4,073","5,789",23.6
13,201,Miller County,"1,460","1,164","1,756",25.1
13,205,Mitchell County,"6,693","5,526","7,860",32.6
13,207,Monroe County,"3,815","3,064","4,566",14.8
13,209,Montgomery County,"1,860","1,439","2,281",22.4
13,211,Morgan County,"2,673","2,093","3,253",15.0
13,213,Murray County,"7,283","5,923","8,643",18.7
13,215,Muscogee County,"42,237","37,861","46,613",21.9
13,217,Newton County,"19,738","17,201","22,275",19.4
13,219,Oconee County,"2,755","2,159","3,351",7.9
13,221,Oglethorpe County,"2,291","1,797","2,785",15.8
13,223,Paulding County,"15,777","13,142","18,412",10.7
13,225,Peach County,"5,589","4,428","6,750",21.7
13,227,Pickens County,"3,655","2,893","4,417",12.3
13,229,Pierce County,"3,540","2,782","4,298",18.9
13,231,Pike County,"2,405","1,982","2,828",13.7
13,233,Polk County,"8,351","6,701","10,001",20.6
13,235,Pulaski County,"2,453","1,920","2,986",23.9
13,237,Putnam County,"3,967","3,106","4,828",18.9
13,239,Quitman County,682,534,830,29.5
13,241,Rabun County,"3,287","2,781","3,793",20.6
13,243,Randolph County,"2,496","2,062","2,930",36.3
13,245,Richmond County,"49,562","44,206","54,918",26.0
13,247,Rockdale County,"14,983","12,854","17,112",17.3
13,249,Schley County,"1,035",834,"1,236",20.1
13,251,Screven County,"3,584","2,859","4,309",26.2
13,253,Seminole County,"2,258","1,764","2,752",26.4
13,255,Spalding County,"17,205","15,034","19,376",27.4
13,257,Stephens County,"5,184","4,142","6,226",20.9
13,259,Stewart County,"1,664","1,291","2,037",39.4
